"name","price","marque_element","kilometrage_element","etat_element","nombre_portes_element","origine_element","modele_element","annee_modele_element","premiere_main_element","type_element","secteur_element","CVs","moteur","Manuelle"
Sandero,75000 DH,Dacia,180 000 - 189 999,Bon,3,WW au Maroc,Sandero,2015,Oui,"Voitures d'occasion, à vendre",Tilila,6 CV,Diesel,Manuelle
jaguar x type,28000 DH,Jaguar,180 000 - 189 999,Excellent,5,WW au Maroc,X-Type,2001,Non,"Voitures d'occasion, à vendre",2 Mars,14 CV,Essence,Manuelle
Mercedes GLC 300de Hybride,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Excellent,5,Importée neuve,Classe GLC,2024,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,8 CV,,Automatique
Peugeot 208 Active 2021 - DERKAOUI AUTO,155000 DH,Peugeot,50 000 - 54 999,Excellent,5,WW au Maroc,208,2021,Oui,"Voitures d'occasion, à vendre",Val Fleuri,6 CV,Diesel,Manuelle
Renault Megane 4,193000 DH,Renault,60 000 - 64 999,Excellent,5,WW au Maroc,Megane,2021,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Manuelle
mercedis benz,34000 DH,Mercedes-Benz,0 - 4 999,Très bon,5,Dédouanée,250,1986,Non,"Voitures d'occasion, à vendre",Hay el matar,10 CV,Diesel,Manuelle
Mercedes glc 43 amg coupé premiere main,PRIX NON SPCIFI,Mercedes-Benz,85 000 - 89 999,Neuf,5,Importée neuve,CLASSE GLC COUPE,2017,Non,"Voitures d'occasion, à vendre",2 Mars,17 CV,Essence,Automatique
KIFAL - PEUGEOT 3008,292000 DH,Peugeot,100 000 - 109 999,,,,3008,2020,,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,
volkswagen golf 5,59000 DH,Volkswagen,200 000 - 249 999,Excellent,5,Dédouanée,GOLF 5,2006,Non,"Voitures d'occasion, à vendre",2 Mars,8 CV,Diesel,Manuelle
Mercedes G63 AMG,PRIX NON SPCIFI,Mercedes-Benz,45 000 - 49 999,Neuf,5,Importée neuve,Classe G,2021,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,23 CV,Essence,Automatique
Renault Trafic Diesel Manuelle 2019 à Bouskoura,174000 DH,Renault,110 000 - 119 999,Très bon,3,WW au Maroc,Trafic,2019,Oui,"Voitures d'occasion, à vendre",Bouskoura centre,6 CV,Diesel,Manuelle
Logan 2021 Diesel Faire Reprise,105000 DH,Dacia,130 000 - 139 999,Très bon,5,WW au Maroc,Logan,2020,Oui,"Voitures d'occasion, à vendre",Tilila,6 CV,Diesel,Manuelle
KIFAL - PEUGEOT 301,131000 DH,Peugeot,45 000 - 49 999,,,,301,2021,,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,
Volvo S60 Diesel Manuelle 2008 à Rabat,69000 DH,Volvo,190 000 - 199 999,Très bon,5,WW au Maroc,S60,2008,Non,"Voitures d'occasion, à vendre",Hassan,10 CV,Diesel,Manuelle
BMW Série 2 Coupé Diesel Automatique 2016,199000 DH,BMW,160 000 - 169 999,Excellent,3,WW au Maroc,Serie 2 coupé,2016,Oui,"Voitures d'occasion, à vendre",Sidi Othmane,8 CV,Diesel,Automatique
Jetta 2018 Faire Reprise,165000 DH,Volkswagen,120 000 - 129 999,Très bon,5,WW au Maroc,Jetta,2018,Oui,"Voitures d'occasion, à vendre",Tilila,8 CV,Diesel,Automatique
PEUGEOT 208 AUTOMATIQUE,179000 DH,Peugeot,65 000 - 69 999,Neuf,5,WW au Maroc,208,2022,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Manuelle
Volkswagen Golf 8 GTD,PRIX NON SPCIFI,Volkswagen,0 - 4 999,Neuf,5,Importée neuve,GOLF 8,2024,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,8 CV,Diesel,Automatique
Volkswagen Golf 8 GTD Diesel 2024 à Tanger,PRIX NON SPCIFI,Volkswagen,0 - 4 999,Excellent,5,Importée neuve,GOLF 8,2024,,"Voitures d'occasion, à vendre",Centre ville,8 CV,Diesel,Automatique
KIFAL - VOLKSWAGEN Caddy,231000 DH,Volkswagen,150 000 - 159 999,,,,Caddy,2017,,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,
clio 4 2018 Kenitra 48.000km,118000 DH,Renault,45 000 - 49 999,Excellent,5,WW au Maroc,Clio,2018,Non,"Voitures d'occasion, à vendre",Centre,6 CV,Diesel,Manuelle
Peugeot 5008 GTline Double toit 2020 57000km,289000 DH,Peugeot,55 000 - 59 999,Excellent,5,WW au Maroc,5008,2020,Oui,"Voitures d'occasion, à vendre",Bel Air - Val fleuri,8 CV,Diesel,Automatique
Ford Kuga Diesel Manuelle 2020 à Casablanca,210000 DH,Ford,70 000 - 74 999,Excellent,5,WW au Maroc,Kuga,2020,Oui,"Voitures d'occasion, à vendre",Ain Sebaa,6 CV,Diesel,Manuelle
Peugeot 307,72000 DH,Peugeot,200 000 - 249 999,Très bon,5,WW au Maroc,307,2006,Oui,"Voitures d'occasion, à vendre",Hay el Fath,6 CV,Diesel,Manuelle
Renault Trafic Diesel Manuelle 2019 à Bouskoura,174000 DH,Renault,110 000 - 119 999,Très bon,3,WW au Maroc,Trafic,2019,Oui,"Voitures d'occasion, à vendre",Bouskoura centre,6 CV,Diesel,Manuelle
Logan 2021 Diesel Faire Reprise,105000 DH,Dacia,130 000 - 139 999,Très bon,5,WW au Maroc,Logan,2020,Oui,"Voitures d'occasion, à vendre",Tilila,6 CV,Diesel,Manuelle
KIFAL - PEUGEOT 301,131000 DH,Peugeot,45 000 - 49 999,,,,301,2021,,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,
Volvo S60 Diesel Manuelle 2008 à Rabat,69000 DH,Volvo,190 000 - 199 999,Très bon,5,WW au Maroc,S60,2008,Non,"Voitures d'occasion, à vendre",Hassan,10 CV,Diesel,Manuelle
BMW Série 2 Coupé Diesel Automatique 2016,199000 DH,BMW,160 000 - 169 999,Excellent,3,WW au Maroc,Serie 2 coupé,2016,Oui,"Voitures d'occasion, à vendre",Sidi Othmane,8 CV,Diesel,Automatique
Jetta 2018 Faire Reprise,165000 DH,Volkswagen,120 000 - 129 999,Très bon,5,WW au Maroc,Jetta,2018,Oui,"Voitures d'occasion, à vendre",Tilila,8 CV,Diesel,Automatique
PEUGEOT 208 AUTOMATIQUE,179000 DH,Peugeot,65 000 - 69 999,Neuf,5,WW au Maroc,208,2022,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Manuelle
Volkswagen Golf 8 GTD,PRIX NON SPCIFI,Volkswagen,0 - 4 999,Neuf,5,Importée neuve,GOLF 8,2024,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,8 CV,Diesel,Automatique
Volkswagen Golf 8 GTD Diesel 2024 à Tanger,PRIX NON SPCIFI,Volkswagen,0 - 4 999,Excellent,5,Importée neuve,GOLF 8,2024,,"Voitures d'occasion, à vendre",Centre ville,8 CV,Diesel,Automatique
KIFAL - VOLKSWAGEN Caddy,231000 DH,Volkswagen,150 000 - 159 999,,,,Caddy,2017,,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,
clio 4 2018 Kenitra 48.000km,118000 DH,Renault,45 000 - 49 999,Excellent,5,WW au Maroc,Clio,2018,Non,"Voitures d'occasion, à vendre",Centre,6 CV,Diesel,Manuelle
Peugeot 5008 GTline Double toit 2020 57000km,289000 DH,Peugeot,55 000 - 59 999,Excellent,5,WW au Maroc,5008,2020,Oui,"Voitures d'occasion, à vendre",Bel Air - Val fleuri,8 CV,Diesel,Automatique
Ford Kuga Diesel Manuelle 2020 à Casablanca,210000 DH,Ford,70 000 - 74 999,Excellent,5,WW au Maroc,Kuga,2020,Oui,"Voitures d'occasion, à vendre",Ain Sebaa,6 CV,Diesel,Manuelle
Peugeot 307,72000 DH,Peugeot,200 000 - 249 999,Très bon,5,WW au Maroc,307,2006,Oui,"Voitures d'occasion, à vendre",Hay el Fath,6 CV,Diesel,Manuelle
Kia Cerato Diesel Manuelle 2006 à Salé,53000 DH,Kia,200 000 - 249 999,,5,,Cerato,2006,,"Voitures d'occasion, à vendre",Hay Salam,8 CV,Diesel,Manuelle
Audi RS3 Berline,PRIX NON SPCIFI,Audi,0 - 4 999,Neuf,5,Importée neuve,RS3,2023,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,14 CV,Essence,Automatique
Volkswagen Touareg Diesel Automatique 2016,PRIX NON SPCIFI,Volkswagen,180 000 - 189 999,Excellent,5,WW au Maroc,Touareg,2016,Non,"Voitures d'occasion, à vendre",Autre secteur,12 CV,Diesel,Automatique
KIFAL - JEEP Grand Cherokee,212000 DH,Jeep,110 000 - 119 999,,,,Grand Cherokee,2017,,"Voitures d'occasion, à vendre",Autre secteur,12 CV,Diesel,
KIFAL - BMW Série 7,230000 DH,BMW,140 000 - 149 999,,,,Serie 7,2013,,"Voitures d'occasion, à vendre",Autre secteur,12 CV,Diesel,
Volkswagen Tiguan Diesel Automatique 2017 à Rabat,PRIX NON SPCIFI,Volkswagen,140 000 - 149 999,Neuf,5,Dédouanée,Tiguan,2017,Oui,"Voitures d'occasion, à vendre",Hay Riad,8 CV,Diesel,Automatique
KIFAL - OPEL Insignia,210000 DH,Opel,75 000 - 79 999,,,,Insignia,2018,,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,
Ford Kuga Diesel Manuelle 2018 à Casablanca,192000 DH,Ford,100 000 - 109 999,Excellent,5,WW au Maroc,Kuga,2018,Oui,"Voitures d'occasion, à vendre",Ain Sebaa,6 CV,Diesel,Manuelle
Mercedes-Benz Classe C Cabriolet Diesel 2017,420000 DH,Mercedes-Benz,100 000 - 109 999,Très bon,3,Importée neuve,classe_c_cabriolet,2017,Oui,"Voitures d'occasion, à vendre",Maarif,9 CV,Diesel,Automatique
Volkswagen Golf 7 Diesel Automatique 2017 à Tanger,PRIX NON SPCIFI,Volkswagen,75 000 - 79 999,Excellent,5,WW au Maroc,GOLF 7,2017,Oui,"Voitures d'occasion, à vendre",Centre ville,8 CV,Diesel,Automatique
Mercedes-Benz Classe E Diesel Automatique 2019,369000 DH,Mercedes-Benz,90 000 - 94 999,Excellent,,,Classe E,2019,,"Voitures d'occasion, à vendre",Lissasfa,8 CV,Diesel,Automatique
Fiat Uno Diesel Faire Reprise,25000 DH,Fiat,190 000 - 199 999,,,,Uno,2004,,"Voitures d'occasion, à vendre",Tilila,6 CV,Diesel,Manuelle
KIFAL - HONDA Jazz,175000 DH,Honda,25 000 - 29 999,,,,Jazz,2021,,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Essence,
Volkswagen Tiguan Diesel Manuelle 2016 à Rabat,180000 DH,Volkswagen,110 000 - 119 999,Excellent,5,WW au Maroc,Tiguan,2016,Oui,"Voitures d'occasion, à vendre",Hay Riad,8 CV,Diesel,Manuelle
Opel Astra Diesel Manuelle 2018 à Casablanca,165000 DH,Opel,80 000 - 84 999,Excellent,5,WW au Maroc,Astra,2018,Oui,"Voitures d'occasion, à vendre",Aïn Chock,6 CV,Diesel,Manuelle
Hyundai i 30 Diesel Automatique 2014 à Kénitra,124000 DH,Hyundai,120 000 - 129 999,Très bon,5,WW au Maroc,i 30,2014,Non,"Voitures d'occasion, à vendre",Centre,6 CV,Diesel,Automatique
Seat Ateca Diesel Automatique 2017 à Casablanca,235000 DH,Seat,100 000 - 109 999,Très bon,5,WW au Maroc,Ateca,2017,Non,"Voitures d'occasion, à vendre",Hay Inara,8 CV,Diesel,Automatique
Logan Diesel 2017 Ou Reprise,90000 DH,Dacia,120 000 - 129 999,Bon,5,WW au Maroc,Logan,2017,Non,"Voitures d'occasion, à vendre",Tilila,6 CV,Diesel,Manuelle
Renault Mégane 2 diesel,PRIX NON SPCIFI,Renault,200 000 - 249 999,Très bon,5,WW au Maroc,Megane,2007,Non,"Voitures d'occasion, à vendre",Centre Ville,6 CV,Diesel,Manuelle
Mercedes-Benz AMG GT Hybride Automatique 2024,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Neuf,5,Importée neuve,AMG GT,2024,Non,"Voitures d'occasion, à vendre",Yacoub El Mansour,27 CV,,Automatique
AUDI RSQ3 2.5 TFSI 400cv CARBONE TOUTES OPTIONS,PRIX NON SPCIFI,Audi,20 000 - 24 999,Neuf,5,Importée neuve,RSQ3,2023,Oui,"Voitures d'occasion, à vendre",Centre,14 CV,Essence,Automatique
Fiat Uno Diesel Faire Reprise,25000 DH,Fiat,190 000 - 199 999,,,,Uno,2004,,"Voitures d'occasion, à vendre",Tilila,6 CV,Diesel,Manuelle
KIFAL - HONDA Jazz,175000 DH,Honda,25 000 - 29 999,,,,Jazz,2021,,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Essence,
Volkswagen Tiguan Diesel Manuelle 2016 à Rabat,180000 DH,Volkswagen,110 000 - 119 999,Excellent,5,WW au Maroc,Tiguan,2016,Oui,"Voitures d'occasion, à vendre",Hay Riad,8 CV,Diesel,Manuelle
Opel Astra Diesel Manuelle 2018 à Casablanca,165000 DH,Opel,80 000 - 84 999,Excellent,5,WW au Maroc,Astra,2018,Oui,"Voitures d'occasion, à vendre",Aïn Chock,6 CV,Diesel,Manuelle
Hyundai i 30 Diesel Automatique 2014 à Kénitra,124000 DH,Hyundai,120 000 - 129 999,Très bon,5,WW au Maroc,i 30,2014,Non,"Voitures d'occasion, à vendre",Centre,6 CV,Diesel,Automatique
Seat Ateca Diesel Automatique 2017 à Casablanca,235000 DH,Seat,100 000 - 109 999,Très bon,5,WW au Maroc,Ateca,2017,Non,"Voitures d'occasion, à vendre",Hay Inara,8 CV,Diesel,Automatique
Logan Diesel 2017 Ou Reprise,90000 DH,Dacia,120 000 - 129 999,Bon,5,WW au Maroc,Logan,2017,Non,"Voitures d'occasion, à vendre",Tilila,6 CV,Diesel,Manuelle
Renault Mégane 2 diesel,PRIX NON SPCIFI,Renault,200 000 - 249 999,Très bon,5,WW au Maroc,Megane,2007,Non,"Voitures d'occasion, à vendre",Centre Ville,6 CV,Diesel,Manuelle
Mercedes-Benz AMG GT Hybride Automatique 2024,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Neuf,5,Importée neuve,AMG GT,2024,Non,"Voitures d'occasion, à vendre",Yacoub El Mansour,27 CV,,Automatique
AUDI RSQ3 2.5 TFSI 400cv CARBONE TOUTES OPTIONS,PRIX NON SPCIFI,Audi,20 000 - 24 999,Neuf,5,Importée neuve,RSQ3,2023,Oui,"Voitures d'occasion, à vendre",Centre,14 CV,Essence,Automatique
Peugeot 206 Essence 2009 À Fès,55000 DH,Peugeot,100 000 - 109 999,Très bon,,WW au Maroc,206,2009,Non,"Voitures d'occasion, à vendre",Oued Fès,6 CV,Essence,Manuelle
BMW Série 5 Diesel Automatique 2014 à Rabat,214000 DH,BMW,160 000 - 169 999,Excellent,5,WW au Maroc,Serie 5,2014,Oui,"Voitures d'occasion, à vendre",Hay el Fath,8 CV,Diesel,Automatique
Mercedes-Benz Classe CLA Diesel Automatique 2021,430000 DH,Mercedes-Benz,110 000 - 119 999,Neuf,5,WW au Maroc,Classe CLA,2021,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,8 CV,Diesel,Automatique
PEUGEOT 208 1.6 HDi 92 Access,135000 DH,Peugeot,70 000 - 74 999,Excellent,,WW au Maroc,208,2022,Oui,"Voitures d'occasion, à vendre",Al Mandar Al Jamil,6 CV,Diesel,Manuelle
Renault Megane 4,PRIX NON SPCIFI,Renault,140 000 - 149 999,Excellent,5,WW au Maroc,megane_4,2019,Oui,"Voitures d'occasion, à vendre",Hay Riad,6 CV,Diesel,Manuelle
BMW X3 Diesel Automatique 2018 à Casablanca,PRIX NON SPCIFI,BMW,100 000 - 109 999,Excellent,5,WW au Maroc,X3,2018,Oui,"Voitures d'occasion, à vendre",Oasis,8 CV,Diesel,Automatique
Land Rover Range Rover Evoque Diesel Automatique,275000 DH,Land Rover,120 000 - 129 999,Très bon,5,WW au Maroc,Range Rover Evoque,2018,Oui,"Voitures d'occasion, à vendre",Hay Targa,8 CV,Diesel,Automatique
BMW Série 1 Diesel Manuelle 2012 à Tanger,136000 DH,BMW,140 000 - 149 999,Neuf,3,Importée neuve,Serie 1,2012,Oui,"Voitures d'occasion, à vendre",Centre ville,8 CV,Diesel,Manuelle
Renault Clio 4 Limited,143000 DH,Renault,95 000 - 99 999,,,,Clio,2019,,"Voitures d'occasion, à vendre",Aïn Chock,6 CV,Diesel,
Occasion BMW X6,PRIX NON SPCIFI,BMW,130 000 - 139 999,Excellent,5,WW au Maroc,X6,2017,Non,"Voitures d'occasion, à vendre",Hay el Fath,12 CV,Diesel,Automatique
BMW Série 1 Diesel Automatique 2017 à Rabat,PRIX NON SPCIFI,BMW,110 000 - 119 999,Excellent,5,WW au Maroc,Serie 1,2017,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Automatique
Rolls-Royce Ghost Black Badge,PRIX NON SPCIFI,Rolls-Royce,0 - 4 999,Neuf,5,Importée neuve,Wraith,2024,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,32 CV,Essence,Automatique
Clio 4 automatique 2020,145000 DH,Renault,55 000 - 59 999,Très bon,5,WW au Maroc,Clio,2020,Oui,"Voitures d'occasion, à vendre",Ben M'sick,6 CV,Diesel,Automatique
Ford Mustang Coupé Essence Automatique 2009,240000 DH,Ford,85 000 - 89 999,Excellent,3,Dédouanée,Mustang,2009,Non,"Voitures d'occasion, à vendre",Hay Targa,23 CV,Essence,Automatique
Seat Leon FR plus facelift 177ch,PRIX NON SPCIFI,Seat,95 000 - 99 999,Neuf,5,WW au Maroc,Leon,2018,Oui,"Voitures d'occasion, à vendre",Hay Riad,8 CV,Diesel,Manuelle
Ford mondeo,39000 DH,Ford,0 - 4 999,Très bon,5,WW au Maroc,Mondeo,2000,Non,"Voitures d'occasion, à vendre",Ahlane,7 CV,Diesel,Manuelle
Occasion Mercedes classe E,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Neuf,5,Importée neuve,Classe E,2023,Oui,"Voitures d'occasion, à vendre",Hay el Fath,9 CV,Diesel,Automatique
Ford C-Max Diesel Manuelle 2013 à Ait Melloul,11300 DH,Ford,20 000 - 24 999,Très bon,5,WW au Maroc,C-Max,2013,Non,"Voitures d'occasion, à vendre",Toute la ville,6 CV,Diesel,Manuelle
Renault Megane Sedan Diesel 2019,145000 DH,Renault,170 000 - 179 999,Très bon,,WW au Maroc,Megane Sedan,2019,Oui,"Voitures d'occasion, à vendre",La Colline,6 CV,Diesel,Manuelle
Lamborghini Urus,PRIX NON SPCIFI,Lamborghini,30 000 - 34 999,Neuf,5,Importée neuve,Urus,2022,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,23 CV,Essence,Automatique
Mercedes Benz Classe c 220 d pack AMG 2015,320000 DH,Mercedes-Benz,140 000 - 149 999,Excellent,,,Classe C,2015,,"Voitures d'occasion, à vendre",Autre secteur,9 CV,Diesel,Automatique
Mercedes-Benz Classe A Diesel Automatique 2008,PRIX NON SPCIFI,Mercedes-Benz,150 000 - 159 999,Neuf,5,Dédouanée,Classe A,2008,Oui,"Voitures d'occasion, à vendre",Hay Riad,7 CV,Diesel,Automatique
Ford Fiesta Diesel Manuelle 2007 à Khouribga,PRIX NON SPCIFI,Ford,200 000 - 249 999,,,WW au Maroc,Fiesta,2007,,"Voitures d'occasion, à vendre",Toute la ville,6 CV,Diesel,Manuelle
Porsche Macan S,PRIX NON SPCIFI,Porsche,110 000 - 119 999,Excellent,5,WW au Maroc,Macan,2018,Non,"Voitures d'occasion, à vendre",Oasis,12 CV,Diesel,Automatique
Audi A3 s line,PRIX NON SPCIFI,Audi,130 000 - 139 999,Excellent,5,Importée neuve,A3,2016,Non,"Voitures d'occasion, à vendre",Centre ville,8 CV,Diesel,Automatique
Mercedes Benz Classe c 220 d pack AMG 2015,320000 DH,Mercedes-Benz,140 000 - 149 999,Excellent,,,Classe C,2015,,"Voitures d'occasion, à vendre",Autre secteur,9 CV,Diesel,Automatique
Mercedes-Benz Classe A Diesel Automatique 2008,PRIX NON SPCIFI,Mercedes-Benz,150 000 - 159 999,Neuf,5,Dédouanée,Classe A,2008,Oui,"Voitures d'occasion, à vendre",Hay Riad,7 CV,Diesel,Automatique
Ford Fiesta Diesel Manuelle 2007 à Khouribga,PRIX NON SPCIFI,Ford,200 000 - 249 999,,,WW au Maroc,Fiesta,2007,,"Voitures d'occasion, à vendre",Toute la ville,6 CV,Diesel,Manuelle
Porsche Macan S,PRIX NON SPCIFI,Porsche,110 000 - 119 999,Excellent,5,WW au Maroc,Macan,2018,Non,"Voitures d'occasion, à vendre",Oasis,12 CV,Diesel,Automatique
Audi A3 s line,PRIX NON SPCIFI,Audi,130 000 - 139 999,Excellent,5,Importée neuve,A3,2016,Non,"Voitures d'occasion, à vendre",Centre ville,8 CV,Diesel,Automatique
Mercedes-Benz Classe C Diesel Automatique 2012,170000 DH,Mercedes-Benz,250 000 - 299 999,Bon,5,Dédouanée,Classe C,2012,Non,"Voitures d'occasion, à vendre",Targa,9 CV,Diesel,Automatique
Alfa Romeo Giulietta Diesel Automatique 2021,198000 DH,Alfa Romeo,90 000 - 94 999,Excellent,5,WW au Maroc,Giulietta,2021,Oui,"Voitures d'occasion, à vendre",Aïn Borja,6 CV,Diesel,Automatique
Mercedes-Benz Classe E Luxury,PRIX NON SPCIFI,Mercedes-Benz,110 000 - 119 999,Excellent,5,WW au Maroc,Classe E,2018,Oui,"Voitures d'occasion, à vendre",Oasis,8 CV,Diesel,Automatique
Logan Essence Faire Reprise,78000 DH,Dacia,90 000 - 94 999,,,,Logan,2019,,"Voitures d'occasion, à vendre",Tilila,7 CV,Essence,Manuelle
Dacia Sandero Stepway Diesel Manuelle 2023 à Rabat,PRIX NON SPCIFI,Dacia,5 000 - 9 999,Excellent,5,WW au Maroc,sandero_stepway,2023,Oui,"Voitures d'occasion, à vendre",Hassan,6 CV,Diesel,Manuelle
Ford Fusion reprise ok,PRIX NON SPCIFI,Ford,170 000 - 179 999,Excellent,5,WW au Maroc,Fusion,2015,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Automatique
Ford Kuga Diesel Automatique 2014 à Tétouan,165000 DH,Ford,15 000 - 19 999,Excellent,5,WW au Maroc,Kuga,2014,Oui,"Voitures d'occasion, à vendre",Mhannech,8 CV,Diesel,Automatique
BMW Série 525d,PRIX NON SPCIFI,BMW,200 000 - 249 999,Excellent,5,WW au Maroc,Serie 5,2014,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Automatique
Mercedes-Benz Classe GLE Coupé Hybride 2024,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Neuf,5,Importée neuve,classe_gle_coupe,2024,Non,"Voitures d'occasion, à vendre",Yacoub El Mansour,8 CV,,Automatique
Volkswagen Touran Diesel Automatique 2016 à Tanger,224000 DH,Volkswagen,200 000 - 249 999,Excellent,,Dédouanée,Touran,2016,Non,"Voitures d'occasion, à vendre",Al Mandar Al Jamil,8 CV,Diesel,Automatique
Mercedes 190 Faire Reprise,48000 DH,Mercedes-Benz,0 - 4 999,,5,Dédouanée,190,1989,,"Voitures d'occasion, à vendre",Tilila,9 CV,Diesel,Manuelle
Fiat Fiorino Diesel Manuelle 2021 à Rabat,PRIX NON SPCIFI,Fiat,50 000 - 54 999,Bon,5,WW au Maroc,FIORINO,2021,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Manuelle
BMW Série 1 Essence 2012 Lci,PRIX NON SPCIFI,BMW,190 000 - 199 999,Très bon,3,WW au Maroc,Serie 1,2012,Non,"Voitures d'occasion, à vendre",Hay el Fath,11 CV,Essence,Automatique
Mercedes-Benz Classe CLA Pack Amg 2020,520000 DH,Mercedes-Benz,35 000 - 39 999,Excellent,5,WW au Maroc,Classe CLA,2020,Non,"Voitures d'occasion, à vendre",Quartier des Hôpitaux,8 CV,Diesel,Automatique
Renault Clio Diesel Automatique 2018 à Marrakech,118000 DH,Renault,90 000 - 94 999,Excellent,5,WW au Maroc,Clio,2018,Oui,"Voitures d'occasion, à vendre",Hay Targa,6 CV,Diesel,Automatique
Volkswagen Golf 8 Diesel Automatique 2020 à Rabat,PRIX NON SPCIFI,Volkswagen,65 000 - 69 999,Neuf,5,Importée neuve,GOLF 8,2020,Oui,"Voitures d'occasion, à vendre",Hay el Fath,8 CV,Diesel,Automatique
Audi RSQ8,1180000 DH,Audi,40 000 - 44 999,Neuf,5,Importée neuve,RSQ8,2021,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,23 CV,Essence,Automatique
BMW X1 Diesel Automatique 2014 à Marrakech,PRIX NON SPCIFI,BMW,190 000 - 199 999,Très bon,5,WW au Maroc,X1,2014,Oui,"Voitures d'occasion, à vendre",Targa,8 CV,Diesel,Automatique
BMW Série 3 Diesel Automatique 2016 à Casablanca,190000 DH,BMW,120 000 - 129 999,Excellent,5,WW au Maroc,Serie 3,2016,Non,"Voitures d'occasion, à vendre",Sidi Othmane,8 CV,Diesel,Automatique
Ds7 Rivoli crossback 180 cv,295000 DH,DS,90 000 - 94 999,Excellent,5,WW au Maroc,DS 7 Crossback,2018,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Automatique
Mercedes G63 AMG Keyvany 840CH,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Neuf,3,Importée neuve,Classe G,2023,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,32 CV,Essence,Automatique
TOYOTA C-HR HYBRID DISTINCTIVE 1eMAIN TTOPTIONS,278000 DH,Toyota,20 000 - 24 999,Neuf,5,WW au Maroc,C-HR,2023,Oui,"Voitures d'occasion, à vendre",Centre,10 CV,,Automatique
Nissan Juke Diesel Manuelle 2017 à Marrakech,143000 DH,Nissan,90 000 - 94 999,Très bon,5,WW au Maroc,Juke,2017,Oui,"Voitures d'occasion, à vendre",Hay Targa,6 CV,Diesel,Manuelle
Alfa Romeo Stelvio SportivA toit 2019 à tetouan,298000 DH,Alfa Romeo,70 000 - 74 999,Très bon,5,WW au Maroc,Stelvio,2019,Non,"Voitures d'occasion, à vendre",Centre ville,9 CV,Diesel,Automatique
Dacia Duster Diesel Manuelle 2019 à Casablanca,158000 DH,Dacia,95 000 - 99 999,Excellent,5,WW au Maroc,Duster,2019,Oui,"Voitures d'occasion, à vendre",Aïn Borja,6 CV,Diesel,Manuelle
Peugeot 2008 Diesel Automatique 2021 à Casablanca,265000 DH,Peugeot,50 000 - 54 999,Très bon,5,Dédouanée,2008,2021,Non,"Voitures d'occasion, à vendre",Hay Mohammadi,6 CV,Diesel,Automatique
Volkswagen Jetta Diesel Manuelle 2018 à Rabat,143000 DH,Volkswagen,140 000 - 149 999,Bon,5,WW au Maroc,Jetta,2018,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Manuelle
