voiture,prix-dh,lieu,kilometrage,annee-pub,boite-vitesses,carburant,date,puissance-fiscale,lien
DACIA Dokker,110000,Fes,109000,2021,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/433998/dacia-dokker-.html
CHEVROLET Aveo,35000,Fes,119000,2006,Manuelle,Essence,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447832/chevrolet-aveo-.html
PEUGEOT 208,104000,Fes,249000,2019,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447833/peugeot-208-.html
BMW Serie 3,105000,Fes,119000,2009,Automatique,Diesel,03/08/2024,12,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/436184/bmw-serie-3-.html
AUDI A3 sportback,580000,Tetouan,19000,2022,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/419378/audi-a3-sportback-.html
OPEL Astra,198000,Tetouan,84000,2020,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/426312/opel-astra-.html
DACIA Duster,275000,Tetouan,4000,2023,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447897/dacia-duster-.html
VOLKSWAGEN Polo,270000,Tetouan,74000,2020,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447898/volkswagen-polo-.html
MAZDA Mx3,24000,Casablanca,199000,1994,Manuelle,Essence,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/434591/mazda-mx3-.html
AUDI Rs3,290000,Casablanca,100000,2016,Automatique,Essence,03/08/2024,14,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447049/audi-rs3-rs3.html
AUDI Rs-q3,690000,Casablanca,64000,2021,Automatique,Essence,03/08/2024,14,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/434270/audi-rs-q3-.html
LAND-ROVER Range rover evoque,360000,Casablanca,79000,2020,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447903/land-rover-range-rover-evoque-.html
NISSAN X trail,179000,Casablanca,67000,2019,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/446120/nissan-x-trail-teckna.html
VOLKSWAGEN Touareg,339000,Casablanca,180000,2020,Automatique,Diesel,03/08/2024,12,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/446121/volkswagen-touareg-atmosphere.html
VOLVO Xc90,345000,Casablanca,140000,2020,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/446124/volvo-xc90-r-design-d5.html
VOLVO Xc60,195000,Casablanca,90000,2018,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/446125/volvo-xc60-d4-r-design.html
FORD Transit,139000,Casablanca,80000,2019,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/446126/ford-transit-connect.html
VOLKSWAGEN Cc,225000,Casablanca,94000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447240/volkswagen-cc-.html
CITROEN C3,118000,Casablanca,129000,2019,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447241/citroen-c3-.html
FORD Fiesta,131000,Casablanca,109000,2019,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447243/ford-fiesta-.html
MERCEDES Classe c,310000,Casablanca,109000,2018,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/449064/mercedes-classe-c-.html
SEAT Ateca,235000,Casablanca,109000,2017,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447452/seat-ateca-.html
OPEL Astra,140000,Meknes,120000,2018,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/449141/opel-astra-gtd.html
HYUNDAI Accent,179000,Casablanca,99000,2021,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/436268/hyundai-accent-.html
FORD Kuga,279000,Casablanca,19000,2021,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448817/ford-kuga-.html
PEUGEOT 3008,285000,Casablanca,79000,2021,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448818/peugeot-3008-.html
MERCEDES Classe c,375000,Casablanca,399000,2019,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/436289/mercedes-classe-c-.html
AUDI A6,435000,Casablanca,74000,2020,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/432108/audi-a6-.html
BMW Serie 1,85000,Tanger,13000,2011,Manuelle,Essence,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/449144/bmw-serie-1-2011.html
LAND-ROVER Range rover velar,550000,Larache,73000,2018,Automatique,Diesel,03/08/2024,12,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/449143/land-rover-range-rover-velar-hse.html
VOLKSWAGEN Tiguan,390000,Fes,128000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/449138/volkswagen-tiguan-.html
OPEL Astra,179000,Casablanca,24000,2022,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/449140/opel-astra-dynamic-bva.html
TOYOTA C-hr,205000,Casablanca,99000,2018,Automatique,Hybride,03/08/2024,10,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447680/toyota-c-hr-.html
PEUGEOT 3008,305000,Casablanca,14000,2022,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447681/peugeot-3008-.html
JEEP Renegade,218000,Casablanca,64000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447688/jeep-renegade-.html
KIA Picanto,98000,Casablanca,84000,2019,Manuelle,Essence,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447695/kia-picanto-.html
TOYOTA Corolla,220000,Casablanca,77300,2020,Automatique,Hybride,03/08/2024,10,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447699/toyota-corolla-sport.html
HYUNDAI Santa fe,279000,Casablanca,89000,2020,Automatique,Diesel,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/433356/hyundai-santa-fe-.html
ALFA-ROMEO Stelvio,259000,Casablanca,84000,2019,Automatique,Diesel,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/433893/alfa-romeo-stelvio-.html
JAGUAR Xf,239000,Casablanca,169000,2018,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447988/jaguar-xf-.html
ALFA-ROMEO Stelvio,269000,Casablanca,84000,2019,Automatique,Diesel,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447991/alfa-romeo-stelvio-.html
FORD Focus 5p,149000,Casablanca,109000,2018,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447992/ford-focus-5p-.html
AUDI A5 sportback,275000,Casablanca,139000,2017,n/d,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/433686/audi-a5-sportback-.html
BMW Serie 5,320000,Casablanca,129000,2017,n/d,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/432988/bmw-serie-5-.html
PORSCHE Cayenne,1380000,Casablanca,9000,2023,n/d,Hybride,03/08/2024,17,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/435823/porsche-cayenne-.html
KIA Picanto,128000,Casablanca,59000,2022,Automatique,Essence,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447983/kia-picanto-.html
KIA Seltos,219000,Casablanca,59000,2022,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447984/kia-seltos-.html
PORSCHE Panamera,215000,Casablanca,84000,2010,Automatique,Essence,03/08/2024,28,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447985/porsche-panamera-.html
KIA Carens,199000,Casablanca,34000,2022,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447986/kia-carens-.html
PEUGEOT 3008,235000,Casablanca,84000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/438546/peugeot-3008-.html
PEUGEOT 208,118000,Casablanca,109000,2018,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442188/peugeot-208-.html
VOLKSWAGEN Tiguan,293000,Casablanca,84000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/436568/volkswagen-tiguan-.html
VOLKSWAGEN Golf 7,221000,Casablanca,84000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/436855/volkswagen-golf-7-.html
TOYOTA Hilux,279000,Casablanca,52000,2019,Manuelle,Diesel,03/08/2024,10,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/446693/toyota-hilux-double-cabine-4x4.html
KIA Picanto,62000,Rabat,249000,2012,Manuelle,Essence,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/437140/kia-picanto-classic.html
DACIA Logan,60000,Rabat,249000,2007,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/434387/dacia-logan-.html
RENAULT Clio,56000,Rabat,249000,2007,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/434388/renault-clio-.html
FIAT Tipo,135000,Tanger,84000,2019,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447825/fiat-tipo-.html
LAND-ROVER Range rover evoque,295000,Tanger,129000,2018,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447826/land-rover-range-rover-evoque-.html
RENAULT Captur,157000,Tanger,84000,2020,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447827/renault-captur-.html
PEUGEOT 508,155000,Tanger,109000,2019,Manuelle,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447828/peugeot-508-.html
HYUNDAI Tucson,288000,Tanger,64000,2021,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/427360/hyundai-tucson-.html
DACIA Duster,175000,Tanger,99000,2019,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442441/dacia-duster-15-dci-110-edc.html
SKODA Octavia,188000,Tanger,109000,2020,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442442/skoda-octavia-.html
CITROEN C3,155000,Tanger,64000,2022,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442463/citroen-c3-.html
RENAULT Captur,192000,Casablanca,34000,2020,n/d,Diesel,03/08/2024,0,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442120/renault-captur-.html
RENAULT Clio,150000,Casablanca,64000,2019,n/d,Diesel,03/08/2024,0,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442125/renault-clio-.html
KIA Picanto,110000,Casablanca,59000,2021,n/d,Essence,03/08/2024,0,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442128/kia-picanto-.html
RENAULT Clio,160000,Casablanca,59000,2021,n/d,Diesel,03/08/2024,0,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442129/renault-clio-.html
RENAULT Clio,160000,Casablanca,49000,2022,n/d,Diesel,03/08/2024,0,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442130/renault-clio-.html
PEUGEOT Partner tepee,117000,Rabat,107000,2018,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/438040/peugeot-partner-tepee-.html
VOLKSWAGEN Tiguan,567000,Tanger,84000,2021,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/424751/volkswagen-tiguan-.html
HYUNDAI Grand santa fe,248000,Tanger,179000,2018,Automatique,Diesel,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/424758/hyundai-grand-santa-fe-.html
HYUNDAI Tucson,339000,Tanger,29000,2021,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/424760/hyundai-tucson-.html
VOLKSWAGEN Tiguan,238000,Tanger,129000,2017,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/424766/volkswagen-tiguan-20-tdi-automatique.html
VOLKSWAGEN Tiguan,358000,Tanger,199000,2017,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/424769/volkswagen-tiguan-.html
PORSCHE Panamera,920000,Casablanca,74000,2019,Automatique,Hybride,03/08/2024,17,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/445697/porsche-panamera-.html
LAND-ROVER Range rover sport,480000,Casablanca,99000,2017,Automatique,Diesel,03/08/2024,11,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/434920/land-rover-range-rover-sport-hse-dynamique.html
MERCEDES Classe a,400000,Casablanca,109000,2022,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/437780/mercedes-classe-a-.html
AUDI Q5,440000,Casablanca,109000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/424613/audi-q5-.html
PORSCHE Macan,540000,Casablanca,79000,2018,Automatique,Diesel,03/08/2024,12,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/435920/porsche-macan-.html
JAGUAR Xe,235000,Casablanca,88000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/449137/jaguar-xe-prestige-toit-ouvrant.html
PEUGEOT 301,125000,Sidi slimane,106000,2020,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/449133/peugeot-301-.html
MERCEDES Gle,635000,Tanger,50000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/446477/mercedes-gle-300d-4matic-luxury-line.html
BMW Serie 4 gran coupe,275000,Tanger,135000,2018,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/446478/bmw-serie-4-gran-coupe-lounge.html
MERCEDES Classe c,315000,Tanger,159000,2015,Automatique,Diesel,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/438038/mercedes-classe-c-.html
BMW Autre,235000,Tanger,139000,2014,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/438213/bmw-autre-320d.html
FIAT 500,145000,Casablanca,4000,2023,Automatique,Essence,03/08/2024,7,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/435207/fiat-500-.html
FIAT 500,163500,Casablanca,4000,2024,Automatique,Essence,03/08/2024,7,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448877/fiat-500-.html
FIAT 500x,230000,Casablanca,9000,2023,Automatique,Essence,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448878/fiat-500x-.html
JEEP Renegade,235000,Casablanca,84000,2020,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/437159/jeep-renegade-.html
FIAT 500x,250000,Casablanca,4000,2023,Automatique,Essence,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448679/fiat-500x-.html
OPEL Astra,78000,Casablanca,199000,2009,Manuelle,Diesel,03/08/2024,7,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/418791/opel-astra-.html
OPEL Insignia,110000,Casablanca,149000,2014,Manuelle,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/418792/opel-insignia-.html
KIA Sorento,93000,Casablanca,189000,2012,Manuelle,Diesel,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/418796/kia-sorento-.html
CITROEN C6,84000,Casablanca,199000,2010,Automatique,Diesel,03/08/2024,11,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/418797/citroen-c6-prestige.html
PEUGEOT 208,114000,Casablanca,94000,2016,Manuelle,Essence,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/418798/peugeot-208-gti.html
FIAT Panda,115000,Casablanca,4000,2023,Manuelle,Essence,03/08/2024,7,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/428532/fiat-panda-.html
RENAULT Fluence,118000,Casablanca,199000,2016,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448010/renault-fluence-.html
FORD Kuga,259000,Casablanca,69000,2021,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448011/ford-kuga-.html
FIAT Fiorino,85000,Casablanca,189000,2019,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/417895/fiat-fiorino-.html
FIAT Ducato,129000,Casablanca,109000,2019,Manuelle,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/417657/fiat-ducato-life.html
FIAT Doblo,98000,Casablanca,159000,2018,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/417730/fiat-doblo-.html
HYUNDAI Grand i10,105000,Kenitra,230000,2019,Manuelle,Essence,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/449129/hyundai-grand-i10-2019.html
FORD Fiesta,115000,Casablanca,103000,2016,Manuelle,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/426584/ford-fiesta-trend-plus.html
JEEP Wrangler,310000,Nador,179000,2017,Automatique,Diesel,03/08/2024,11,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/423999/jeep-wrangler-.html
VOLKSWAGEN Golf 7,320000,Nador,159000,2017,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/417920/volkswagen-golf-7-75-gtd.html
FIAT 500c,143000,Nador,69000,2021,Automatique,Essence,03/08/2024,7,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/437642/fiat-500c-.html
VOLKSWAGEN Tiguan,500000,Nador,39000,2022,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/436382/volkswagen-tiguan-.html
MERCEDES Classe c,730000,Nador,64000,2021,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/421359/mercedes-classe-c-.html
VOLKSWAGEN Tiguan,369000,Casablanca,59000,2020,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448802/volkswagen-tiguan-.html
BMW X3,425000,Casablanca,19000,2019,Automatique,Diesel,03/08/2024,8,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448803/bmw-x3-.html
HYUNDAI Santa fe,90000,Casablanca,179000,2007,Automatique,Diesel,03/08/2024,9,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448804/hyundai-santa-fe-.html
FIAT 500,1750000,Casablanca,129000,2019,Automatique,Diesel,03/08/2024,6,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448807/fiat-500-.html
